	code	name	latitude	longitude	genus	family	Vso	Vso2	Vom	Vson	Vson2	Vn	Vsoq	Vsow	Vsow2	Np	Nr	Ng	Nd	Nn	Na
1047	ngm	Ngambay	8.66666666667	16.0	Bongo-Bagirmi	Central Sudanic	SVO		VOX	SVONeg		VNeg	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1048	ngn								No dominant order	MorphNeg		[V-Neg]	Initial	Not initial interrogative phrase				No dominant order	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1049	ngo	Ngoni	-11.0	36.0	Bantu	Niger-Congo	SVO			More than one position		Type 2 / Type 3	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1050	ngt	Naga (Tangkhul)	25.0	94.5	Tangkhul-Maring	Sino-Tibetan	SOV			MorphNeg		[Neg-V]	No question particle	Not initial interrogative phrase			Relative clause-Noun	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1051	ngu	Nguna	-16.9166666667	168.5	Oceanic	Austronesian	SVO			SNegVO		NegV				Prepositions		Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1052	ngw	Ngawun	-19.0	141.5	Northern Pama-Nyungan	Pama-Nyungan	SVO			NegSVO		NegV		Initial interrogative phrase					Demonstrative-Noun	Numeral-Noun	No dominant order
1053	ngz	Ngizim	12.0833333333	10.9166666667	West Chadic	Afro-Asiatic	SVO		VOX	SVONeg		VNeg	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1054	nha	Nhanda	-27.0	114.166666667	Western Pama-Nyungan	Pama-Nyungan	No dominant order		No dominant order			NegV	No question particle	Not initial interrogative phrase							
1055	nhh	Nahuatl (Huasteca)	22.0	-99.0	Aztecan	Uto-Aztecan	VSO			NegVSO		NegV		Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
1056	nhm	Nahuatl (Michoacán)	18.5	-103.0	Aztecan	Uto-Aztecan	SVO			SNegVO		NegV		Initial interrogative phrase		Prepositions	Noun-Relative clause	No dominant order	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
1057	nhn	Nahuatl (North Puebla)	20.0	-98.25	Aztecan	Uto-Aztecan	SVO							Initial interrogative phrase			Mixed		Demonstrative-Noun	Numeral-Noun	No dominant order
1058	nht	Nahuatl (Tetelcingo)	19.6666666667	-99.0	Aztecan	Uto-Aztecan	SVO		VOX	Other		NegV	No question particle	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
1059	nia	Nias	1.0	97.75	Northwest Sumatra-Barrier Islands	Austronesian	VOS			NegVOS		NegV	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	No dominant order	Noun-Adjective
1060	nif	Niuafo'ou	-15.5666666667	-175.616666667	Oceanic	Austronesian	VSO			NegVSO		NegV	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause		Noun-Demonstrative		Noun-Adjective
1061	nis								OXV	MorphNeg		[V-Neg]		Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative before and after Noun	Noun-Numeral	Adjective-Noun
1062	niu	Niuean	-19.05	-170.116666667	Oceanic	Austronesian	VSO		VOX	NegVSO		NegV	Other position	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive		Numeral-Noun	Noun-Adjective
1063	niv	Nivkh	53.3333333333	142.0	Nivkh	Nivkh	SOV			OptDoubleNeg		OptDoubleNeg	Final	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	No dominant order	Adjective-Noun
1064	nkb	Ngalkbun	-13.5	134.833333333	Marne	Gunwinyguan	SOV						Initial					Noun-Genitive			Noun-Adjective
1065	nke	Nkem	6.58333333333	8.58333333333	Ekoid-Mbe	Niger-Congo	SVO			OptDoubleNeg		OptDoubleNeg	Final	Not initial interrogative phrase					Noun-Demonstrative		No dominant order
1066	nkk											NegV									Noun-Adjective
1067	nkn	Nkonya	7.16666666667	0.25	Tano	Niger-Congo	SVO			MorphNeg		[Neg-V]	Final	Not initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1068	nko	Nkore-Kiga	-0.916666666667	29.8333333333	Bantu	Niger-Congo	SVO		VOX	MorphNeg		[Neg-V]	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1069	nku	Nubian (Kunuz)	23.0	33.0	Nubian	Eastern Sudanic	SOV			MorphNeg		[V-Neg]					Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1070	nma	Naga (Mao)	25.5	94.3333333333	Angami-Pochuri	Sino-Tibetan	SOV			SOVNeg		VNeg	Final	Not initial interrogative phrase			Relative clause-Noun	Genitive-Noun	Mixed	Noun-Numeral	Noun-Adjective
1071	nmb	Nambikuára (Southern)	-14.0	-59.5	Nambikuaran	Nambikuaran	SOV			MorphNeg		[V-Neg]	No question particle								
1072	nmd	Samo	-6.16666666667	142.25	East Strickland	Trans-New Guinea	SOV														
1073	nmm									MorphNeg		[Neg-V]					Relative clause-Noun			No dominant order	No dominant order
1074	nnc	Nancowry	8.05	93.5	Nicobarese	Austro-Asiatic	No dominant order	VSO or VOS					Initial			Prepositions		Noun-Genitive	Demonstrative-Noun		Noun-Adjective
1075	nnd	Nend	-5.0	144.916666667	Sogeram	Trans-New Guinea	SOV						No question particle	Not initial interrogative phrase		Postpositions		No dominant order	Noun-Demonstrative		Noun-Adjective
1076	nne	Nengone	-21.5	168.0	Oceanic	Austronesian	SVO			SNegVO		NegV						Noun-Genitive	Noun-Demonstrative	Numeral-Noun	
1077	nng	Nyanga	-1.25	28.1666666667	Bantu	Niger-Congo	SVO											Noun-Genitive	Noun-Demonstrative		Noun-Adjective
1078	nnk	Nankina	-5.78333333333	146.45	Finisterre	Trans-New Guinea	SOV			SOVNeg		VNeg	No question particle	Not initial interrogative phrase		Postpositions		Genitive-Noun		Noun-Numeral	Noun-Adjective
1079	noc	Nocte	27.0	95.5	Brahmaputran	Sino-Tibetan	SOV			MorphNeg		[V-Neg]	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	No dominant order	Noun-Adjective
1080	nog	Noghay	44.0	46.0	Turkic	Altaic	SOV														Adjective-Noun
1081	non	Noni	6.41666666667	10.5833333333	Beboid	Niger-Congo	SVO		VOX	ObligDoubleNeg		OptTripleNeg&ObligDoubleNeg	Final	Not initial interrogative phrase		No dominant order	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1082	noo	Noon	14.8333333333	-16.8333333333	Cangin	Niger-Congo	SVO			MorphNeg		[V-Neg]	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1083	nor	Norwegian	61.0	8.0	Germanic	Indo-European	SVO			More than one position		Type 1 / Type 2	No question particle	Initial interrogative phrase	Vso	Prepositions	Noun-Relative clause	No dominant order	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1084	nph									OptDoubleNeg		OptDoubleNeg	No question particle	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1085	nrg											VNeg					Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1086	nse	Nsenga	-14.5	30.8333333333	Bantu	Niger-Congo	SVO			More than one position		Type 2 / Type 3				Prepositions			Mixed		Noun-Adjective
1087	nsg	Nisgha	55.0	-130.0	Tsimshianic	Tsimshianic	VSO		VOX	NegVSO		NegV	Final	Initial interrogative phrase		Prepositions		Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Adjective-Noun
1088	nsn									MorphNeg		[V-Neg]						Genitive-Noun	Demonstrative-Noun	No dominant order	Adjective-Noun
1089	nti	Ngiti	1.33333333333	30.25	Lendu	Central Sudanic	No dominant order	SOV or SVO	No dominant order	More than one position		NegV	In either of two positions	Mixed		Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1090	ntj	Ngaanyatjarra	-26.0	126.5	Western Pama-Nyungan	Pama-Nyungan	SOV			MorphNeg		[V-Neg]		Not initial interrogative phrase		Postpositions		Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1091	nto	Ntomba	-2.0	18.3333333333	Bantu	Niger-Congo	SVO			MorphNeg		[Neg-V]								Noun-Numeral	Noun-Adjective
1092	ntu	Nenets	70.0	76.0	Samoyedic	Uralic	SOV		XOV	SONegV		NegV				Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1093	nua	Nuaulu	-3.25	129.166666667	Central Malayo-Polynesian	Austronesian	SVO		VOX	SVONeg		VNeg	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1094	nue	Nuer	8.33333333333	32.0	Western Nilotic	Eastern Sudanic	No dominant order	SOV or SVO	No dominant order	NegSOV	SVO/SOV, but SOVNeg	NegV		Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1095	nug	Nunggubuyu	-13.75	135.666666667	Nunggubuyu	Gunwinyguan	No dominant order		No dominant order	Other		NegV	In either of two positions	Initial interrogative phrase		No adpositions	Noun-Relative clause	No dominant order	Demonstrative-Noun		No dominant order
1096	nun	Nung (in Vietnam)	21.9166666667	106.416666667	Kam-Tai	Tai-Kadai	SVO		VOX	SNegVO		NegV	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Numeral-Noun	Noun-Adjective
1097	nup	Nupe	9.16666666667	5.41666666667	Nupoid	Niger-Congo	SVO		VOX	SVONeg		VNeg	In either of two positions			Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1098	nus	Nusu	26.75	99.0	Burmese-Lolo	Sino-Tibetan	SOV												Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1099	nuu	Nuuchahnulth	49.6666666667	-126.666666667	Southern Wakashan	Wakashan	No dominant order	VSO or VOS	VOX											No dominant order	No dominant order
1100	nwd	Newar (Dolakha)	27.3333333333	86.0	Himalayish	Sino-Tibetan	SOV			MorphNeg		Type 3 / Negative Infix	Final	Not initial interrogative phrase		Postpositions	Relative clause-Noun	Genitive-Noun	Demonstrative-Noun	No dominant order	Adjective-Noun
1101	nyh											[Neg-V]								Noun-Numeral	Noun-Adjective
1102	nyi	Nyimang	12.1666666667	29.3333333333	Nyimang	Eastern Sudanic	SOV			SONegV		NegV				Postpositions		Genitive-Noun	Noun-Demonstrative		Noun-Adjective
1103	nyk	Nyamkad	32.0	78.5	Bodic	Sino-Tibetan	SOV			Other		NegV	No question particle	Not initial interrogative phrase					Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1104	nym	Nyamwezi	-5.0	33.0	Bantu	Niger-Congo	No dominant order					[Neg-V]						Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1105	nyn	Nyigina	-18.0	124.333333333	Nyulnyulan	Nyulnyulan	No dominant order					NegV						No dominant order	Demonstrative-Noun		
1106	nyr											NegV				No dominant order			Demonstrative-Noun		No dominant order
1107	nyu											NegV	Initial			Inpositions			Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1108	nza	Nzakara	5.0	23.0	Ubangi	Niger-Congo	SVO			SVONeg		VNeg		Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Adjective-Noun
1109	nze									Other		VNeg	Final	Not initial interrogative phrase		Postpositions			Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1110	obg	Ogbronuagum	4.75	6.86666666667	Central Delta	Niger-Congo	SVO			MorphNeg		[Neg-V]	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause		Noun-Demonstrative	Numeral-Noun	Adjective-Noun
1111	obo	Obolo	4.58333333333	7.83333333333	Lower Cross	Niger-Congo	SVO		VOX	MorphNeg		[Neg-V]	Initial	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	No dominant order
1112	ocu	Ocuilteco	18.9166666667	-99.6666666667	Matlatzincan	Oto-Manguean	SVO		VOX	MorphNeg		[Neg-V]	Initial	Initial interrogative phrase		Prepositions		No dominant order	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1113	oir	Oirat	37.5	93.0	Mongolic	Altaic	SOV			Other		NegV									
1114	oji	Ojibwa (Eastern)	46.0	-80.0	Algonquian	Algic	No dominant order	VSO or VOS	No dominant order	More than one position		NegV	Second position	Initial interrogative phrase		No adpositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	
1115	oks	Oksapmin	-5.16666666667	142.166666667	Oksapmin	Trans-New Guinea	SOV			SONegV		NegV				Postpositions		Genitive-Noun		No dominant order	No dominant order
1116	olo	Olo	-3.41666666667	142.0	Central Wapei	Torricelli	SVO			SVONeg		VNeg	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	No dominant order	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1117	omh	Omaha	42.0	-97.25	Mississippi Valley Siouan	Siouan	SOV			MorphNeg		[V-Neg]	Final					Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1118	omi									Other		NegV		Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1119	ond	Oneida	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	No dominant order		No dominant order	Other		OptDoubleNeg	Second position	Initial interrogative phrase		No adpositions	Internally headed	No dominant order	Demonstrative-Noun		
1120	one	One	-3.25	141.916666667	West Wapei	Torricelli	SVO		VOX	OptDoubleNeg		OptDoubleNeg		Not initial interrogative phrase				No dominant order	Mixed		
1121	ong	Onge	10.75	92.4166666667	South Andamanese	South Andamanese	SOV			SOVNeg		VNeg	Initial					Genitive-Noun	Demonstrative prefix		
1122	ono											NegV									
1123	ood	O'odham	32.0	-112.0	Tepiman	Uto-Aztecan	No dominant order			Other		NegV	Initial	Not initial interrogative phrase		No dominant order	Noun-Relative clause	No dominant order	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1124	ora	Emai	7.08333333333	5.91666666667	Edoid	Niger-Congo	SVO						No question particle	Initial interrogative phrase		Prepositions			Noun-Demonstrative	Noun-Numeral	
1125	ord	Ordos	39.0	109.0	Mongolic	Altaic	SOV											Genitive-Noun		Numeral-Noun	Adjective-Noun
1126	orh	Oromo (Harar)	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	SOV		XOV	ObligDoubleNeg		ObligDoubleNeg	No question particle	Not initial interrogative phrase		Postpositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1127	ori	Orig	12.1666666667	30.8333333333	Rashad	Kordofanian	SOV			MorphNeg		[Neg-V]						Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1128	ork									MorphNeg		[Neg-V]				Postpositions		Genitive-Noun		Numeral-Noun	Noun-Adjective
1129	oro	Orokaiva	-8.83333333333	148.25	Binanderean	Trans-New Guinea	SOV			More than one position		Type 1 / Type 4	Final	Not initial interrogative phrase		Postpositions		Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1130	orw	Oromo (Waata)	-3.33333333333	39.8333333333	Lowland East Cushitic	Afro-Asiatic	SOV		OXV	ObligDoubleNeg		ObligDoubleNeg		Not initial interrogative phrase		Postpositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1131	ory	Orya	-2.75	139.833333333	Tor-Orya	Tor-Kwerba	SOV									Postpositions		Genitive-Noun	Noun-Demonstrative		Noun-Adjective
1132	osa	Osage	37.0	-94.0	Mississippi Valley Siouan	Siouan	SOV			SOVNeg		VNeg	No question particle	Not initial interrogative phrase		Postpositions	Internally headed	Genitive-Noun	Mixed		Noun-Adjective
1133	oss	Ossetic	43.0	44.0	Iranian	Indo-European	SOV			Other		NegV				Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1134	otm	Otomí (Mezquital)	20.1666666667	-99.1666666667	Otomian	Oto-Manguean	VOS		VOX	NegVOS		NegV	Initial	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1135	otr	Otoro	11.1666666667	30.5	Heiban	Kordofanian	SVO			ObligDoubleNeg		ObligDoubleNeg						Noun-Genitive	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1136	owi	Owininga	-4.5	141.75	Left May	Left May	SOV							Not initial interrogative phrase		Postpositions		Genitive-Noun		Noun-Numeral	
1137	oya	Oriya	21.0	85.0	Indic	Indo-European	SOV			MorphNeg		[V-Neg]	Final	Not initial interrogative phrase			Correlative			No dominant order	
1138	paa	Pa'a	11.0	9.25	West Chadic	Afro-Asiatic	SVO		VOX	OptDoubleNeg		OptDoubleNeg	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive		Noun-Numeral	Adjective-Noun
1139	pae	Páez	2.66666666667	-76.0	Páezan	Páezan	SOV			MorphNeg		[V-Neg]	No question particle			Postpositions		Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
1140	pai	Paiwan	22.5	120.833333333	Paiwan	Austronesian	No dominant order	VSO or VOS		More than one position		NegV	No question particle	Initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1141	pal	Palauan	7.5	134.583333333	Palauan	Austronesian	SVO		VOX	SNegVO		NegV	No question particle	Not initial interrogative phrase	Vso	Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1142	pam	Pame	22.0	-99.5	Pamean	Oto-Manguean	SVO							Initial interrogative phrase					Demonstrative-Noun	Numeral-Noun	Noun-Adjective
1143	pan	Panjabi	31.0	74.0	Indic	Indo-European	SOV			SONegV		NegV	Initial	Not initial interrogative phrase		Postpositions	Mixed	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1144	par	Päri	5.0	32.5	Western Nilotic	Eastern Sudanic	OVS		OVX	Other		NegV	No question particle	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive		Noun-Numeral	Noun-Adjective
1145	pat	Patep	-6.91666666667	146.583333333	Oceanic	Austronesian	SVO			SVONeg		VNeg		Not initial interrogative phrase		Prepositions	Noun-Relative clause	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1146	pau	Paumarí	-6.0	-64.0	Arauan	Arauan	SVO		No dominant order	More than one position		Type 1 / Type 4	No question particle	Initial interrogative phrase		Postpositions	Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1147	paw	Pawaian	-7.0	145.083333333	Pawaian	Teberan-Pawaian	SOV			More than one position		Type 2 / Type 4	No question particle	Not initial interrogative phrase		Postpositions			Demonstrative-Noun	Noun-Numeral	Adjective-Noun
1148	pba	Pima Bajo	29.0	-111.0	Tepiman	Uto-Aztecan	SOV			More than one position		NegV					Noun-Relative clause	Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Adjective-Noun
1149	pdp	Folopa	-7.0	144.5	Teberan	Teberan-Pawaian	SOV						No question particle	Not initial interrogative phrase		Postpositions		Genitive-Noun	Demonstrative-Noun	No dominant order	No dominant order
1150	pec											[V-Neg]									
1151	per	Pero	9.58333333333	11.0	West Chadic	Afro-Asiatic	SVO			ObligDoubleNeg		ObligDoubleNeg	Final	Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive		Noun-Numeral	Noun-Adjective
1152	pga	Pilagá	-25.0	-60.0	Qom	Guaicuruan	SVO			MorphNeg		[Neg-V]	Initial	Initial interrogative phrase		No adpositions	Noun-Relative clause	Noun-Genitive	Demonstrative-Noun		Noun-Adjective
1153	pia									MorphNeg		[V-Neg]						Genitive-Noun	Demonstrative-Noun	Noun-Numeral	Noun-Adjective
1154	pip	Pipil	13.8333333333	-89.5833333333	Aztecan	Uto-Aztecan	No dominant order			Other		NegV	No question particle			Prepositions	Noun-Relative clause	Noun-Genitive		Numeral-Noun	Adjective-Noun
1155	pir	Piro	-11.0	-73.5	Purus	Arawakan	SOV							Initial interrogative phrase				Genitive-Noun	Demonstrative-Noun	Numeral-Noun	Noun-Adjective
1156	pis	Pisa	-5.16666666667	139.166666667	Awju	Trans-New Guinea	SOV			ObligDoubleNeg		ObligDoubleNeg	Final			Postpositions		Genitive-Noun		Noun-Numeral	
1157	pit									Other		Type 2 / Type 4				Postpositions	Mixed	Genitive-Noun	Noun-Demonstrative	Noun-Numeral	Noun-Adjective
1158	pkn	Paakantyi	-32.5	142.5	Central Pama-Nyungan	Pama-Nyungan	SVO		No dominant order	NegSVO		NegV		Initial interrogative phrase					Mixed	Numeral-Noun	Adjective-Noun
1159	pkt	Pokot	1.5	35.5	Southern Nilotic	Eastern Sudanic	VSO		VOX	OptDoubleNeg		OptDoubleNeg		Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Demonstrative suffix	Noun-Numeral	Noun-Adjective
1160	plg	Palaung	22.6666666667	96.6666666667	Palaungic	Austro-Asiatic	SVO			SNegVO		NegV		Not initial interrogative phrase		Prepositions	Noun-Relative clause	Noun-Genitive	Noun-Demonstrative	No dominant order	Noun-Adjective
