	latitude	longitude	code	name	pattern	family	genus	Vso	Vsom	Vson	Vsoq	Vsow	Nprgdna
1434	32.3333333333	77.1666666667	tni	Tinani	NN	Sino-Tibetan	Bodic	soV	soV 	soV			  d #aN      
1440	32.4166666667	77.25	tod	Tod	NN	Sino-Tibetan	Bodic	soV	soV 	soⁿV			      N      
1387	27.8333333333	92.1666666667	tgl	Tshangla	NN	Sino-Tibetan	Bodic	soV	soV 	sonVnˀ¹	soVq	soV	 rdg aN #   p
263	26.3333333333	94.75	chg	Chang	NN	Sino-Tibetan	Brahmaputran	soV	soV 	soⁿV	soVq	soV	 rdg aNa#  rp
330	26.0	90.25	deu	Deuri	NN	Sino-Tibetan	Brahmaputran	soV	soV 	soVⁿ			    #aN #    
426	25.6666666667	90.5	gar	Garo	NN	Sino-Tibetan	Brahmaputran	soV	soV 	soVⁿ		soV	 rdg  Na#   p
578	25.4166666667	97.0	jng	Jingpho	NN	Sino-Tibetan	Brahmaputran	soV	smoV	sonV¹	soVq	soV	 rdg  Na#   p
588	26.5	91.0	kac	Kachari	NN	Sino-Tibetan	Brahmaputran	soV	soV 	soVⁿ		soV	  d  aNa#   p
685	24.3333333333	92.5	kok	Kokborok	NN	Sino-Tibetan	Brahmaputran	soV	soV 	soVⁿ			  dg  Na#   p
1079	27.0	95.5	noc	Nocte	NN	Sino-Tibetan	Brahmaputran	soV	soV 	soVⁿ		soV	 rdg# Na#   p
33	21.8333333333	99.8333333333	akh	Akha	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	sonV	soVq	soV	 r g  Na# d p
163	19.75	100.0	biu	Bisu	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	soⁿV			      Na     
205	21.0	96.0	brm	Burmese	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	sonVnꜝ¹		soV	 rdg  Na#   p
573	22.0	101.0	jin	Jino	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	soV		soV	      Na    p
759	20.0	98.1666666667	lah	Lahu	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	sonV	soVq	soV	 r g aNa# d p
762	25.0	100.25	lal	Lalo	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	sonV¹	soVq	soV	 r g  Na# drp
790	26.0	98.0	lis	Lisu	NN	Sino-Tibetan	Burmese-Lolo	soV	somV	sonV		soV	 r g  Na# d p
959	23.5	98.5	mru	Maru	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	sonV	soVq	soV	 rdg  Na#   p
1098	26.75	99.0	nus	Nusu	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	soV			      Na# d  
1602	25.5	102.5	yiw	Yi (Wuding-Luquan)	NN	Sino-Tibetan	Burmese-Lolo	soV	soV 	sonV¹			   g  Na# d p
71	26.5833333333	94.6666666667	ao	Ao	NN	Sino-Tibetan	Central Naga	soV	soV 	sonVnˀ¹	soVq	soV	 r g  Na# drp
804	26.5	94.25	lot	Lotha	NN	Sino-Tibetan	Central Naga	soV	soV 	soⁿV		soV	   g  Na# d p
290	23.0	113.0	cnt	Cantonese	NN	Sino-Tibetan	Chinese	sVo	sVo mVo	snVo		sVo	prdg#aN     p
483	25.0	116.0	hak	Hakka	NN	Sino-Tibetan	Chinese	sVo	sVo mVo	snVo		sVo	 rd # N      
916	34.0	110.0	mnd	Mandarin	NN	Sino-Tibetan	Chinese	sVo	sVo mVo	snVo	sVoq	sVo	prdg#aN     p
338	26.6666666667	87.75	dhm	Dhimal	NN	Sino-Tibetan	Dhimalic	soV	soV 	soⁿV			 rdg#aN     p
343	28.4166666667	96.0	dig	Digaro	NN	Sino-Tibetan	Digaroan	soV	smoV	soVⁿ			 r g  Na#   p
93	27.0	87.3333333333	ath	Athpare	NN	Sino-Tibetan	Himalayish	soV	soV 	soVⁿ		soV	 rdg#aN      
283	27.0	86.6666666667	cml	Camling	NN	Sino-Tibetan	Himalayish	soV	soV 	sonVnꜝ¹		soV	 rdg# N      
299	27.6666666667	84.75	cpn	Chepang	NN	Sino-Tibetan	Himalayish	soV	soV 	soVⁿ			 rdg#aN      
491	27.25	86.0	hay	Hayu	NN	Sino-Tibetan	Himalayish	soV	soV 	sonV			 rdg#aN #   p
621	27.5	86.6666666667	khg	Khaling	NN	Sino-Tibetan	Himalayish	soV	soV 	sonVnˀ¹	soVq	soV	 rdg#aN      
657	28.5	82.75	kmh	Kham	NN	Sino-Tibetan	Himalayish	soV	somV	soⁿV		soV	 rdg#aN     p
777	27.1666666667	88.5	lep	Lepcha	NN	Sino-Tibetan	Himalayish	soV	soV 	sonVnꜝ¹	soVq	soV	  dg  Na#   p
821	28.0	83.0	mag	Magar	NN	Sino-Tibetan	Himalayish	soV	soV 	soⁿV		soV	   g# N     p
1100	27.3333333333	86.0	nwd	Newar (Dolakha)	NN	Sino-Tibetan	Himalayish	soV	soV 	soⁿV / native Infix¹	soVq	soV	 rdg#aN #   p
1036	27.6666666667	85.5	new	Newari (Kathmandu)	NN	Sino-Tibetan	Himalayish	soV	soV 	soⁿV	soVq	soV	 rdg aN #   p
1394	27.75	86.0	thn	Thangmi	NN	Sino-Tibetan	Himalayish	soV	soV 	soⁿV			  dg#aN     p
1396	27.4166666667	86.5	thu	Thulung	NN	Sino-Tibetan	Himalayish	soV	soV 	sonVnꜝ¹			 rdg#aN     p
1550	29.25	85.9166666667	wme	Wambule	NN	Sino-Tibetan	Himalayish	soV	soV 	soⁿV		soV	  dg#aN     p
884	26.3333333333	93.5	mik	Mikir	NN	Sino-Tibetan	Karbic	soV	smoV	soVⁿ		soV	  dg#aNa#   p
602	19.5	97.0	kbw	Karen (Bwe)	NN	Sino-Tibetan	Karen	sVo	sVo 	snVnꜝ¹o	sVoq	sVo	p  g  Na# dr 
696	13.0	99.1666666667	kpw	Karen (Pwo)	NN	Sino-Tibetan	Karen	sVo	sVom	sVon	sVoq		p  g  Na# dr 
714	18.0	97.0	ksg	Karen (Sgaw)	NN	Sino-Tibetan	Karen	sVo	sVom	snVnꜝ¹o	sVoq	sVo	p  g  Na# dr 
745	19.0	97.5	kyl	Kayah Li (Eastern)	NN	Sino-Tibetan	Karen	sVo	sVom	sVon	sVoq	sVo	p  g  Na# drp
883	29.0	96.0	mij	Miju	NN	Sino-Tibetan	Kman-Meyor	soV	soV 	soV			      Na#    
128	22.5	92.25	baw	Bawm	NN	Sino-Tibetan	Kuki-Chin	soV	somV	soVn	soVq	soV	 r g  Na# drp
760	22.6666666667	93.6666666667	lai	Lai	NN	Sino-Tibetan	Kuki-Chin	soV	soV 	soVn	soVq	soV	 rdg aNa# dꜝounrp
890	23.1666666667	92.8333333333	miz	Mizo	NN	Sino-Tibetan	Kuki-Chin	soV	smoV	soVn	soVq	soV	  dg  Na# dꜝoun p
1206	23.75	92.75	ral	Ralte	NN	Sino-Tibetan	Kuki-Chin	soV	soV 	soV			   g  Na#    
1361	24.25	94.1666666667	tao	Tarao	NN	Sino-Tibetan	Kuki-Chin	soV	soV 	soVⁿ	soVq	soV	      Na# ᵈ  
120	26.0	100.0	bai	Bai	NN	Sino-Tibetan	Macro-Bai	sVo	sVo 	snVo	sVoq	sVo	pr g aN # d p
1193	28.0	101.0	pum	Pumi	NN	Sino-Tibetan	Na-Qiangic	soV	soV 	soⁿVⁿ		soV	 rdg  Na#   p
1216	31.6666666667	101.75	rgc	rGyalrong (Caodeng)	NN	Sino-Tibetan	Na-Qiangic	soV	soV 	soⁿV			  dg  Na#  ⁵ 
68	27.3333333333	98.75	ano	Anong	NN	Sino-Tibetan	Nungish	soV	soV 	soV			   g  Na# d  
1211	27.5	97.5	raw	Rawang	NN	Sino-Tibetan	Nungish	soV	soV 	sonV	soVq	soV	 rdg  Na#   p
1050	25.0	94.5	ngt	Naga (Tangkhul)	NN	Sino-Tibetan	Tangkhul-Maring	soV	soV 	soⁿV		soV	 r g  Na# d  
75	27.5	93.75	apt	Apatani	NN	Sino-Tibetan	Tani	soV	soV 	soVⁿ	soVq	soV	 rdg  Na#   p
198	28.5	94.6666666667	boq	Bokar	NN	Sino-Tibetan	Tani	soV	soV 	soV		soV	      N      
422	28.1666666667	94.6666666667	gal	Galo	NN	Sino-Tibetan	Tani	soV	soV 	soVⁿ		soV	 r   aN #    
962	28.5	94.8333333333	msg	Mising	NN	Sino-Tibetan	Tani	soV	soV 	soVⁿ		soV	 rdg aN #   p

		Symbols indicate valid positions
		  in a clause or phrase, unless as noted below.
		The order of words on the same side of a noun in a noun phrase
		  is not cataloged, we present in order: prgd#aNa#dgrp
	S	sentence
	V	verb
	s	subject noun phrase
	o	object noun phrase
	n	negative
	ⁿ	negative affix on verb
	◌ᷠ	negative tone on verb
	q 	marker of polarity question
	w 	interrogative phrase (who, what, where. etc.) of content question
	N	noun
	p	preposition/postposition
	r	relative clause
	g	genitive noun phrase
	d	demonstrative
	ᵈ	morphological demonstrative
	#	numeral
	a	adjective
	*	no dominant order
	ꜝ	second demonstrative or negation is required
	ˀ 	second negation is optional
	¹	the placement of negative between subject/object is uncataloged
	²	the placement between modifier and subject is uncataloged
	³	"adjoined", see WALS
	⁴	"inposition", see WALS
	⁵	internally headed
	⁶	numeral only modifies verb
	⁷	no adjectives, only relative clauses
	⁸	"correlative", see WALS
	⁹	"doubly headed", see WALS
	¹⁰	optional triple negative, see WALS
