frei 	 adjective 	 unimprisoned 	 free; unenslaved; unimprisoned
es 	 pronoun 	 he 	 The third-person singular personal pronoun used to refer neuter nouns in the nominative and accusative cases — it , he or him , or she or her
es 	 pronoun 	 it 	 The third-person singular personal pronoun used to refer neuter nouns in the nominative and accusative cases — it , he or him , or she or her
es 	 pronoun 	 it 	 Impersonal pronoun used to refer to statements, activities, the environment etc., or as a placeholder/dummy pronoun — it
vier 	 numeral 	 four 	 four
acht 	 numeral 	 eight 	 cardinal numbers eight
mm 	 noun 	 Monatsmiete 	 Monatsmiete or Monatsmieten
mm 	 noun 	 Monatsmieten 	 Monatsmiete or Monatsmieten
maus 	 noun 	 mouse 	 mouse
gut 	 adjective 	 good 	 good
gut 	 adjective 	 good 	 good
gut 	 adjective 	 good 	 good
gut 	 adjective 	 good 	 good
gut 	 adjective 	 fair 	 all right, fair, proper
gut 	 adjective 	 all right 	 all right, fair, proper
gut 	 adjective 	 proper 	 all right, fair, proper
gut 	 adjective 	 good 	 good
gut 	 adverb 	 well 	 well
gut 	 adverb 	 easily 	 easily, likely
gut 	 adverb 	 likely 	 easily, likely
gut 	 interjection 	 all right 	 okay, all right, now then
gut 	 interjection 	 okay 	 okay, all right, now then
gut 	 interjection 	 now then 	 okay, all right, now then
lexikon 	 noun 	 definition 	 reference book; a book, usually alphabetically ordered, in which definitions and facts can be looked up, such as an encyclopaedia, dictionary, etc
lexikon 	 noun 	 reference book 	 reference book; a book, usually alphabetically ordered, in which definitions and facts can be looked up, such as an encyclopaedia, dictionary, etc
lexikon 	 noun 	 dictionary 	 reference book; a book, usually alphabetically ordered, in which definitions and facts can be looked up, such as an encyclopaedia, dictionary, etc
lexikon 	 noun 	 fact 	 reference book; a book, usually alphabetically ordered, in which definitions and facts can be looked up, such as an encyclopaedia, dictionary, etc
lexikon 	 noun 	 encyclopaedia 	 reference book; a book, usually alphabetically ordered, in which definitions and facts can be looked up, such as an encyclopaedia, dictionary, etc
baba 	 interjection 	 so long 	 see you, so long
baba 	 interjection 	 see you 	 see you, so long
der 	 pronoun 	 that 	 who; that; which
der 	 pronoun 	 which 	 who; that; which
der 	 pronoun 	 who 	 who; that; which
der 	 pronoun 	 that 	 |dat|f|s:  whom, which, that
der 	 pronoun 	 which 	 |dat|f|s:  whom, which, that
der 	 pronoun 	 whom 	 |dat|f|s:  whom, which, that
der 	 pronoun 	 that 	 that
der 	 pronoun 	 him 	 him, he
der 	 pronoun 	 he 	 him, he
der 	 pronoun 	 him 	 the one, him
der 	 pronoun 	 the one 	 the one, him
der 	 pronoun 	 that 	 |dat|f|s:  that,  her
der 	 pronoun 	 her 	 |dat|f|s:  that,  her
das 	 pronoun 	 that 	 who, that, which
das 	 pronoun 	 which 	 who, that, which
das 	 pronoun 	 who 	 who, that, which
das 	 pronoun 	 that 	 this, that, it
das 	 pronoun 	 it 	 this, that, it
das 	 pronoun 	 this 	 this, that, it
das 	 pronoun 	 it 	 it
hallo 	 interjection 	 hello 	 hello
real 	 adjective 	 English 	 that has physical existence; real
real 	 adjective 	 reality 	 pertaining to reality; real, realistic
real 	 adjective 	 English 	 pertaining to reality; real, realistic
real 	 adjective 	 realistic 	 pertaining to reality; real, realistic
real 	 adjective 	 real 	 real , measured in purchasing power
intelligent 	 adjective 	 English 	 intelligent
intelligent 	 adjective 	 w:Der Spiegel 	 * 2010, Der Spiegel, issue , page 100
quick 	 adjective 	 lively 	 lively
new yorker 	 noun 	 English 	 New Yorker
new yorker 	 noun 	 English 	 New Yorker
manifest 	 adjective 	 English 	 manifest
echt 	 adjective 	 true 	 authentic, genuine, true
echt 	 adjective 	 authentic 	 authentic, genuine, true
echt 	 adjective 	 genuine 	 authentic, genuine, true
echt 	 adjective 	 factual 	 real; factual
echt 	 adjective 	 real 	 real; factual
echt 	 adjective 	 proper 	 proper
echt 	 adverb 	 really 	 really; indeed
echt 	 adverb 	 indeed 	 really; indeed
transparent 	 adjective 	 translucent 	 translucent
transparent 	 adjective 	 transparent 	 fully transparent; see-through
transparent 	 adjective 	 transparent 	 transparent
christ 	 noun 	 Christian 	 a Christian
christ 	 noun 	 English 	 Christ
christ 	 noun 	 Kyrie eleison 	 *: Christ is risen from all torment. Therefore we should all be happy; Christ will be our comfort. Kyrie eleison
wodka 	 noun 	 vodka 	 vodka
vegan 	 adjective 	 English 	 vegan
etc. 	 adverb 	 English 	 etc
bang 	 adjective 	 frightened 	 scared, frightened, afraid, fearful
bang 	 adjective 	 fearful 	 scared, frightened, afraid, fearful
bang 	 adjective 	 scared 	 scared, frightened, afraid, fearful
bang 	 adjective 	 afraid 	 scared, frightened, afraid, fearful
banal 	 adjective 	 English 	 banal
mies 	 adjective 	 wretched 	 mean, wretched
mies 	 adjective 	 mean 	 mean, wretched
mies 	 adjective 	 poor 	 appalling, poor
mies 	 adjective 	 appalling 	 appalling, poor
bar 	 adjective 	 bare 	 bare
bar 	 adverb 	 cash 	 in cash
bar 	 adverb 	 pure 	 pure
bald 	 adverb 	 soon 	 soon, near in time
bald 	 adverb 	 almost 	 almost
englisch 	 adjective 	 English 	 English
englisch 	 adjective 	 s:de:Zwei-plus-Vier-Vertrag 	 * 1990, Zwei-plus-Vier-Vertrag, in: Bundesgesetzblatt 1990, part 2, page 1326
englisch 	 adjective 	 w:de:Bundesgesetzblatt  	 * 1990, Zwei-plus-Vier-Vertrag, in: Bundesgesetzblatt 1990, part 2, page 1326
englisch 	 adjective 	 rare 	 rare
englisch 	 adjective 	 angelical 	 angelic, angelical
englisch 	 adjective 	 angelic 	 angelic, angelical
milan 	 noun 	 kite 	 kite bird
nice 	 adjective 	 English 	 good, nice
nice 	 adjective 	 good 	 good, nice
legen 	 verb 	 lie 	 to lay, to put, to place, to position, so that it afterwands lies as opposed to being gesetzt, gestellt
legen 	 verb 	 place 	 to lay, to put, to place, to position, so that it afterwands lies as opposed to being gesetzt, gestellt
legen 	 verb 	 put 	 to lay, to put, to place, to position, so that it afterwands lies as opposed to being gesetzt, gestellt
legen 	 verb 	 lay 	 to lay, to put, to place, to position, so that it afterwands lies as opposed to being gesetzt, gestellt
legen 	 verb 	 position 	 to lay, to put, to place, to position, so that it afterwands lies as opposed to being gesetzt, gestellt
legen 	 verb 	 castrate 	 to castrate
legen 	 verb 	 slay 	 to slay, to defeat
legen 	 verb 	 defeat 	 to slay, to defeat
legen 	 verb 	 kill 	 to cause great amusement, to make someone collapse in laughter, to kill, to slay
legen 	 verb 	 slay 	 to cause great amusement, to make someone collapse in laughter, to kill, to slay
zeitgeist 	 noun 	 spirit 	 spirit of the age; zeitgeist
zeitgeist 	 noun 	 age 	 spirit of the age; zeitgeist
zeitgeist 	 noun 	 zeitgeist 	 spirit of the age; zeitgeist
schaf 	 noun 	 sheep 	 sheep
glauben 	 verb 	 believe 	 to believe
glauben 	 verb 	 think 	 to think
fenster 	 noun 	 window 	 window
fenster 	 noun 	 s:de:Die Orgelpfeifen 	 * 1918, Elisabeth von Heyking, Die Orgelpfeifen, in: Zwei Erzählungen, Phillipp Reclam jun. Verlag, page 9
fenster 	 noun 	 w:de:Elisabeth von Heyking 	 * 1918, Elisabeth von Heyking, Die Orgelpfeifen, in: Zwei Erzählungen, Phillipp Reclam jun. Verlag, page 9
fenster 	 noun 	 time frame 	 time frame
israeli 	 noun 	 Israeli 	 Israeli
telugu 	 noun 	 English 	 a language spoken in parts of India; Telugu
liechtensteiner 	 noun 	 English 	 Liechtensteiner
breit 	 adjective 	 broad 	 broad, wide
breit 	 adjective 	 wide 	 broad, wide
breit 	 adjective 	 drunk 	 drunk or high on marijuana; stoned
breit 	 adjective 	 marijuana 	 drunk or high on marijuana; stoned
breit 	 adjective 	 stoned 	 drunk or high on marijuana; stoned
bergen 	 verb 	 save 	 to save ; to rescue
bergen 	 verb 	 rescue 	 to save ; to rescue
bergen 	 verb 	 recover 	 to salvage; to recover
bergen 	 verb 	 salvage 	 to salvage; to recover
bergen 	 verb 	 contain 	 to conceal; shelter; to contain
bergen 	 verb 	 shelter 	 to conceal; shelter; to contain
bergen 	 verb 	 conceal 	 to conceal; shelter; to contain
bergen 	 verb 	 take in 	 to take in ; to shorten
bergen 	 verb 	 shorten 	 to take in ; to shorten
los 	 adverb 	 off 	 off, rid of
los 	 adverb 	 rid 	 off, rid of
los 	 adverb 	 going on 	 going on
los 	 adverb 	 open 	 open
los 	 interjection 	 come on 	 come on!, let's go!
los 	 interjection 	 let's go 	 come on!, let's go!
lettisch 	 adjective 	 Latvian 	 Latvian
ach 	 interjection 	 oh 	 oh expressing surprise, wonder, amazement, or awe
ach 	 interjection 	 oh 	 oh expressing sorrow
ach 	 interjection 	 oh 	 oh expressing understanding, recognition, or realization
ach 	 interjection 	 oh 	 oh preceding an offhand or annoyed remark
ach 	 interjection 	 oh 	 oh preceding an invocation or address, but rarely a solemn one
gaul 	 noun 	 horse 	 horse
gaul 	 noun 	 nag 	 hack, nag
gaul 	 noun 	 hack 	 hack, nag
mit 	 adverb 	 among 	 among; denotes a belonging of a person or a thing to a group
mit 	 adverb 	 also 	 also, too
mit 	 adverb 	 too 	 also, too
mit 	 adverb 	 with 	 with , with it
ohne 	 adverb 	 without 	 without
hesse 	 noun 	 Hessian 	 A man born in or residing in the state of Hesse; a Hessian
hesse 	 noun 	 English 	 A man born in or residing in the state of Hesse; a Hessian
python 	 noun 	 python 	 python
etwas 	 pronoun 	 something 	 something
etwas 	 adverb 	 somewhat 	 somewhat, slightly
etwas 	 adverb 	 slightly 	 somewhat, slightly
etwas 	 adverb 	 a bit 	 a little, a bit
etwas 	 adverb 	 a little 	 a little, a bit
fair 	 adjective 	 fair 	 fair
kaputt 	 adjective 	 broken 	 broken
kaputt 	 adjective 	 out of order 	 out of order
baske 	 noun 	 Basque 	 Basque
plan 	 adjective 	 planar 	 planar, flat
plan 	 adjective 	 flat 	 planar, flat
plan 	 adjective 	 forthright 	 plain, forthright
plan 	 adjective 	 plain 	 plain, forthright
tisch 	 noun 	 table 	 table , or specifically
tisch 	 noun 	 desk 	 desk
tisch 	 noun 	 bench 	 bench
tisch 	 noun 	 meal 	 meal
proper 	 adjective 	 developed 	 in good condition: clean; neat; well-kept; developed
proper 	 adjective 	 neat 	 in good condition: clean; neat; well-kept; developed
proper 	 adjective 	 clean 	 in good condition: clean; neat; well-kept; developed
proper 	 adjective 	 well-kept 	 in good condition: clean; neat; well-kept; developed
proper 	 adjective 	 overweight 	 overweight; chubby
proper 	 adjective 	 chubby 	 overweight; chubby
random 	 adjective 	 English 	 random
da 	 adverb 	 here 	 there; here
da 	 adverb 	 there 	 there; here
da 	 adverb 	 s:de:Aus dem Lande der Ostseeritter 	 * 1918, Elisabeth von Heyking, Aus dem Lande der Ostseeritter, in Zwei Erzählungen, Phillipp Reclam jun., page 78
da 	 adverb 	 w:de:Elisabeth von Heyking 	 * 1918, Elisabeth von Heyking, Aus dem Lande der Ostseeritter, in Zwei Erzählungen, Phillipp Reclam jun., page 78
da 	 adverb 	 then 	 then; so; at that moment
da 	 adverb 	 so 	 then; so; at that moment
da 	 adverb 	 moment 	 then; so; at that moment
da 	 adverb 	 pronominal adverb 	 replaces any pronominal adverb when the context is clear
da 	 conjunction 	 as 	 since; as; because; given that
da 	 conjunction 	 because 	 since; as; because; given that
da 	 conjunction 	 since 	 since; as; because; given that
da 	 conjunction 	 given 	 since; as; because; given that
da 	 conjunction 	 s:de:Flucht in die Finsternis 	 * 1931, Arthur Schnitzler, Flucht in die Finsternis, S. Fischer Verlag, page 51
da 	 conjunction 	 when 	 when
müde 	 adjective 	 tired 	 tired
pickelhaube 	 noun 	 pickelhaube 	 pickelhaube
je 	 adverb 	 ever 	 ever
je 	 adverb 	 per 	 per
übersetzen 	 verb 	 interpret 	 to translate, to interpret means=to means=from
übersetzen 	 verb 	 translate 	 to translate, to interpret means=to means=from
übersetzen 	 verb 	 s:de:Die romantische Schule 	 * 1836, Heinrich Heine, Die romantische Schule, In: Heinrich Heine: Werke und Briefe in zehn Bänden, Aufbau-Verlag , volume 5, page 38
übersetzen 	 verb 	 w:Heinrich Heine 	 * 1836, Heinrich Heine, Die romantische Schule, In: Heinrich Heine: Werke und Briefe in zehn Bänden, Aufbau-Verlag , volume 5, page 38
übersetzen 	 verb 	 compile 	 to compile
übersetzen 	 verb 	 traverse 	 to cross, cross over, traverse, pass over, ferry
übersetzen 	 verb 	 pass over 	 to cross, cross over, traverse, pass over, ferry
übersetzen 	 verb 	 cross over 	 to cross, cross over, traverse, pass over, ferry
übersetzen 	 verb 	 cross 	 to cross, cross over, traverse, pass over, ferry
übersetzen 	 verb 	 ferryVerb 	 to cross, cross over, traverse, pass over, ferry
menge 	 noun 	 quantity 	 quantity
menge 	 noun 	 multitude 	 multitude
menge 	 noun 	 crowd 	 crowd
menge 	 noun 	 set 	 set
deutsch 	 adjective 	 German 	 German
deutsch 	 adjective 	 German 	 German
deutsch 	 adjective 	 German 	 German
slowenisch 	 adjective 	 Slovenian 	 Slovene, Slovenian
slowenisch 	 adjective 	 Slovene 	 Slovene, Slovenian
windisch 	 adjective 	 warped 	 warped, cast
windisch 	 adjective 	 cast 	 warped, cast
windisch 	 adjective 	 Slovene 	 Slovene
kuh 	 noun 	 cow 	 cow
welt 	 noun 	 world 	 world
welt 	 noun 	 Undank ist der Welten Lohn 	 An older dative singular form, Welten, survives mainly in proverbs, such as Undank ist der Welten Lohn
welt 	 noun 	 Welten 	 An older dative singular form, Welten, survives mainly in proverbs, such as Undank ist der Welten Lohn
westen 	 noun 	 west 	 west
westen 	 noun 	 GDR 	 The area of Western Germany, i.e. those territories which were never part of the GDR
sein 	 verb 	 be 	 to be
sein 	 verb 	 feel 	 to feel
sein 	 verb 	 feel like 	 or danach, sometimes with zumute to feel like, to be in the mood for
sein 	 verb 	 in the mood 	 or danach, sometimes with zumute to feel like, to be in the mood for
sein 	 verb 	 past perfect 	 forms the present perfect and past perfect tense of certain intransitive verbs
sein 	 verb 	 present perfect 	 forms the present perfect and past perfect tense of certain intransitive verbs
sein 	 verb 	 there be 	 to exist; there to be; to be alive
sein 	 verb 	 exist 	 to exist; there to be; to be alive
sein 	 verb 	 alive 	 to exist; there to be; to be alive
sein 	 verb 	 turn 	 to have the next turn
sein 	 verb 	 tag 	 to be "it"; to be the tagger in a game of tag
sein 	 verb 	 tagger 	 to be "it"; to be the tagger in a game of tag
sein 	 verb 	 it 	 to be "it"; to be the tagger in a game of tag
sein 	 verb 	 be 	 to be "it"; to be the tagger in a game of tag
sein 	 determiner 	 his 	 his
sein 	 determiner 	 its 	 its agreeing with a neuter or masculine noun
sein 	 determiner 	 one's 	 one's
ihr 	 pronoun 	 you 	 you, ye plural, familiar
ihr 	 pronoun 	 ye 	 you, ye plural, familiar
ihr 	 determiner 	 her 	 her possessive
ihr 	 determiner 	 its 	 its when the owning object/article/thing/animal etc., referred to, is feminine
ihr 	 determiner 	 their 	 their
pflanze 	 noun 	 plant 	 plant
pflanzen 	 verb 	 plant 	 to plant
heimweh 	 noun 	 homesickness 	 homesickness
sehnsucht 	 noun 	 yearning 	 yearning, longing; pining
sehnsucht 	 noun 	 pining 	 yearning, longing; pining
sehnsucht 	 noun 	 longing 	 yearning, longing; pining
sie 	 pronoun 	 she 	 she
sie 	 pronoun 	 it 	 it )
sie 	 pronoun 	 they 	 they; them
sie 	 pronoun 	 them 	 they; them
fahrrad 	 noun 	 bicycle 	 bicycle
schön 	 adjective 	 lovely 	 beautiful, lovely, pretty, handsome
schön 	 adjective 	 handsome 	 beautiful, lovely, pretty, handsome
schön 	 adjective 	 pretty 	 beautiful, lovely, pretty, handsome
schön 	 adjective 	 beautiful 	 beautiful, lovely, pretty, handsome
schön 	 adjective 	 great 	 good, great, splendid
schön 	 adjective 	 good 	 good, great, splendid
schön 	 adjective 	 splendid 	 good, great, splendid
schön 	 adjective 	 pleasant 	 nice, pleasant
schön 	 adjective 	 nice 	 nice, pleasant
schön 	 adjective 	 s:de:Aus dem Lande der Ostseeritter 	 * 1918, Elisabeth von Heyking, Aus dem Lande der Ostseeritter, in Zwei Erzählungen, Phillipp Reclam jun., page 78
schön 	 adjective 	 w:de:Elisabeth von Heyking 	 * 1918, Elisabeth von Heyking, Aus dem Lande der Ostseeritter, in Zwei Erzählungen, Phillipp Reclam jun., page 78
schön 	 adverb 	 beautifully 	 well, beautifully
schön 	 adverb 	 well 	 well, beautifully
schön 	 adverb 	 really 	 really
schön 	 adverb 	 nicely 	 nicely
witz 	 noun 	 wit 	 wit
witz 	 noun 	 joke 	 joke
witz 	 noun 	 humour 	 humour
böse 	 adjective 	 wicked 	 evil; malicious; wicked
böse 	 adjective 	 malicious 	 evil; malicious; wicked
böse 	 adjective 	 evil 	 evil; malicious; wicked
böse 	 adjective 	 bad 	 bad; naughty
böse 	 adjective 	 naughty 	 bad; naughty
böse 	 adjective 	 angry 	 angry
böse 	 adverb 	 evilly 	 nastily, evilly
böse 	 adverb 	 nastily 	 nastily, evilly
übel 	 adjective 	 evil 	 evil
übel 	 adjective 	 queasy 	 queasy, ill
übel 	 adjective 	 ill 	 queasy, ill
übel 	 adjective 	 bad 	 bad
baden 	 verb 	 bathe 	 to bathe
affe 	 noun 	 monkey 	 Primates monkey or ape
