dɪkʃnɛri	dictionary
dɛrp	derp
dərp	derp
dwæŋ	dwang
rɪkɑtə	ricotta
rəkɑtə	ricotta
nɛti	netty
bujəbeɪs	bouillabaisse
ətʃæfəlaɪə	atchafalaya
hætʃəri	hatchery
staɪlɪst	stylist
rɑzən	rosin
bʌrə	burra
æsfədɛl	asphodel
bʊgən	bugan
bugən	bugan
bʌgən	bugan
wɔrɪk	warwick
wɑrɪk	warwick
aɪdəlaɪz	idolize
dʒuli	julie
bɛrt	bert
kərɛsɪŋ	caressing
fræŋkfɔrt	frankfort
kænənaɪz	canonize
frænswɑ	françois
frɒswɑ	françois
ðɛnsfɔrθ	thenceforth
vɪki	vicky
zoʊi	zoë
kætɪkaɪz	catechize
kənspɪrəsi θiəri	conspiracy theory
- θɪri	conspiracy theory
kætəkɔrnər	cater-corner
tʃɛlsi	chelsea
kɛt	ket
rædʒ	radge
raɪnɒsərɒt	rhinocerot
mek	myek
taɪn	tyne
tɛin	tyne
dʌstər	duster
geɪtshɛd	gateshead
frɛdi	freddie
katnɪp	catnip
ɛr	eir
junɪs	eunice
mɒnməθ	monmouth
keɪləb	caleb
kæsiəs	cassius
kæʃəs	cassius
næʃvɪl	nashville
hɛrmən	herman
hɛrəd	herod
hʌmfri	humphrey
nəθænjəl	nathaniel
mɪldrəd	mildred
greɪvər	graver
spɛlk	spelk
oʊləf	olaf
oʊlæf	olaf
oʊlɑf	olaf
skran	scran
gædʒi	gadgie
rædʒi gædʒi	radgie gadgie
nɔrθʌmbrɪə	northumbria
hu	hoo
ji	yee
kæleɪ	calais
dɪkiz	dickies
nɪts	nits
dɔɪləm	doilem
dɔɪlɪm	doilem
laɪpsɪg	leipzig
mɛrlɪn	merlin
dɪki	dicky
kru	crewe
flɛdʒd	fledged
sɪnsinæti	cincinnati
sɪnsinætə	cincinnati
haɪlənd	highland
skɪnd	skinned
sʌbkəmmɪtti	subcommittee
steɪks	stakes
kɪti	kiddie
kæni	kanny
dæfni	daphne
tjɛk	tyek
səbztanʃɪeɪt	substantiate
frɛmd	fremd
swɪtʃɪŋ	switching
fɔmləs	formless
kɪpfəl	kipfel
mɑrmənɪl	marmennill
kɪrkəgɑrdiən	kierkegaardian
pɛlɪkjul	pellicule
mʌmbəʊdʒʌmbəʊ	mumbo jumbo
bʊʃi	bushy
ɪgzɪləreɪt	exhilarate
ɛg-	exhilarate
reɪð	rathe
glæt	glatt
zənɑnə	zenana
zəʊɪk	zoic
mænænəri	magnanerie
bɔldwɪn	baldwin
mɑrtini	martini
ɑrəbiɑtə	arrabbiata
kæmpɑlə	kampala
kɑmpɑlə	kampala
buʒi	bougie
straɪps	stripes
draɪəd	dryad
draɪæd	dryad
kʌm tu	come to
ædʒudɪkeɪtɔr	adjudicator
æddʒʊr	adjure
əddʒʊr	adjure
əfɔrɪst	afforest
əfɒrɪst	afforest
æftərbərθ	afterbirth
flədʒɛləm	flagellum
ænθrəsaɪt	anthracite
æntɪkwɪtiz	antiquities
soʊfə kɪŋ	sofa king
ɛdʒɪŋ	edging
ərɪθmətɪʃən	arithmetician
æbdɑmɪnoʊplæsti	abdominoplasty
ɔtoʊmeɪt	automate
ɒtoʊmeɪt	automate
səmɒsətə	samosata
ɔdɪtər	auditor
lɑnɛrəʊ	llanero
ljɑnɛrəʊ	llanero
ɔdeɪʃəsli	audaciously
trɪmɪŋ	trimming
sitɪŋ	seating
brun	broon
kɑrbənɑrə	carbonara
kɑrbənærə	carbonara
putənɛskə	puttanesca
rægu	ragù
rɑgu	ragù
vɑŋgəleɪ	vongole
koʊlrɑbi	kohlrabi
maɪdəs tʌtʃ	midas touch
ɪnfiməm	infimum
ɪnfaɪməm	infimum
bɔzɔɪ	borzoi
spaɪɪŋ	spying
brəsɪərəʊ	bracero
tui	tui
kətælpə	catalpa
grænfəlun	granfalloon
kaɪɛn	cayenne
keɪɛn	cayenne
zoʊənɑtɪk	zoonotic
zuənɑtɪk	zoonotic
zunɑtɪk	zoonotic
əteɪnt	attaint
pɪnkʊʃən	pincushion
bəsɑlt	basalt
beɪsɔlt	basalt
træmps	tramps
ɪpɪskəpət	episcopate
itɪəlɒdʒɪkəl	etiological
ɪnɛrənt	inerrant
θɛrəpaɪz	therapize
twɒŋk	twonk
vɛreɪʃəs	veracious
hɛmərɔɪd	hemorrhoid
hɛmrɔɪd	hemorrhoid
bɪrivd	bereaved
waɪpɪŋ	wiping
slips	sleeps
dwɛlz	dwells
gɛt wʌnz nɪkərz ɪn ə twɪst	get one's knickers in a twist
æks	aks
ɑks	aks
bʌkaɪ	buckeye
reɪməs	ramus
sɪmfɪsɪs	symphysis
pɛp tɔk	pep talk
pɛp tɑk	pep talk
foʊmɛntər	fomenter
sɪnoʊviəm	synovium
aɪkidəʊ	aikido
kɑrlaɪl	carlisle
nɔrɪs	norris
wɑləs	wallace
wɔləs	wallace
mælkəm	malcolm
sɪnθiə	cynthia
ʃɛli	shelley
laɪənl	lionel
saɪrəs	cyrus
keɪn	cain
simɔr	seymour
itən	eton
in	eton
troʊθ	troth
trɔθ	troth
mɑrʃə	marcia
riəʃʊr	reassure
həreɪʃiəʊ	horatio
brʊk	brooke
rɪkwaɪt	requite
hʌni plænt	honey plant
sɔsɪdʒ pɑrti	sausage party
kɛpi	kepi
keɪsnd	keeshond
keɪznd	keeshond
kɪərʃ	kirsch
kɜrʃ	kirsch
kənstæbjʊləri	constabulary
mumu	muumuu
mʌstæʃt	mustached
mʌzlɪn	muslin
pɪloʊkeɪs	pillowcase
glʌb	glub
tizɪŋ	teasing
drɑpər	dropper
ɛmɪgreɪ	emigre
gloʊd	glowed
fraʊnd	frowned
glændz	glands
hændɪŋ	handing
krips	creeps
fɛðəri	feathery
bɛkənd	beckoned
ɒptətɪv	optative
ɒpteɪtɪv	optative
pɛnɪŋz	pennings
pɪnɪŋz	pennings
rəfɜrər	referer
oʊrɪnoʊkoʊ	orinoco
ɔrɪnoʊkoʊ	orinoco
fɑrməkɒlədʒɪst	pharmacologist
pʊtoʊ	putto
-toʊ	putto
bɛlfriz	belfries
smɛlɪŋ	smelling
pɛdələʊ	pedalo
ɪri	erie
pɪkɑtə	piccata
kʌmfɪt	comfit
kræbd	crabbed
saɪdɪŋ	siding
klərɪsə	clarissa
rɒdərɪk	roderick
rɒdrɪk	roderick
pɛmbrʊk	pembroke
wɪtni	whitney
wine-whine merger	whitney
twɪkst	'twixt
moʊtsart	mozart
dʒɑnikeɪk	johnnycake
dʒusər	juicer
krɒfɪʃ	crawfish
pinɛləpi	penelope
foʊtɪl	fauteuil
njʊrəmbərg	nuremberg
mæləmjut	malamute
əlɪmpəs	olympus
bæmp	bamp
sɛrtiz	certes
glʌg	glug
fɔrtiən	fortean
-tiən	fortean
mɑrʃnis	marchioness
mɑrʃnɛs	marchioness
mɑriɑtʃi	mariachi
mæriɑtʃi	mariachi
mitloʊf	meatloaf
mɛdəlɪst	medalist
sɒdəmaɪz	sodomise
mɛdɪkeɪt	medicate
gloʊɪŋ	glowing
lɛnərd	leonard
himæn	he-man
roʊmɑnɪt͡soʊ	románico
pænhændəl	panhandle
klæriən	clarion
sɔhɔrs	sawhorse
peɪpər məʃeɪ	papier-mâché
pærəθaɪɒn	parathion
pɑrtɛər	parterre
pæstərn	pastern
pɑtərnɔstər	paternoster
-nɑstər	paternoster
peɪtriɑrkət	patriarchate
peɪtriɑrkeɪt	patriarchate
pətrun	patroon
rivɜrb	reverb
haɪrəglɪfɪk	hieroglyphic
hɔɪk	hoik
lɛksɪŋtən	lexington
hʌnz	huns
braɪən	bryan
bɔɪd	boyd
ilis	elise
ɛlis	elise
əlis	elise
væns	vance
mɑnəreɪ	monterey
ɪnʒɛktɪv	injective
ɪnsoʊfɑrəz	insofar as
ɪnsoʊfɑræz	insofar as
ɪtæljənəzeɪʃn	italianization
rætətui	ratatouille
rætətwi	ratatouille
təkɒmətər	tachometer
tərɛriəm	terrarium
dʌndi	dundee
tɪbiəl	tibial
tɪntaɪp	tintype
təʊdiɪzəm	toadyism
wɪgəli	wiggly
vəlut	volute
mjʊəraɪn	murine
rɒŋd	wronged
dɔrti	dorty
kwəleɪə	quillaia
mɪdəlzbrə	middlesbrough
mɪdəlzbʌrə	middlesbrough
ɑkɪd	our kid
hjumɛktənt	humectant
vafənɛsɛs	waffen-ss
kəlɪnɪngræd	kaliningrad
kænəmaɪsɪn	kanamycin
hɒmini	hominy
nʌklhɛd	knucklehead
blækbɔl	blackball
wʊptidu	whoop-de-doo
blugɪl	bluegill
lil	lille
pɪθægərəs	pythagoras
paɪθægərəs	pythagoras
proʊtiəs	proteus
ænəbɛl	annabel
bɛrɪk	berwick
ɛlbə	elbe
ɛlb	elbe
əʊlm	olm
ɒlm	olm
pɪθagəriən	pythagorean
mʌnstər	munster
munstər	munster
stɪgmætɪk	stigmatic
dʒɛrikæn	jerrycan
prikænsərəs	precancerous
priməlɪgnənt	premalignant
brun	broon
wɛ	weh
fʊtbɔlər	footballer
sɪnəsaɪz	sinicise
sɪnəsaɪz	sinicize
kælsɪfaɪ	calcify
bɛnjeɪ	beignet
ʌnhɜrd	unheard
kælsɪn	calcine
kælsaɪn	calcine
rɛsɪtətiv	recitative
rɛsaɪtətɪv	recitative
rɛsɪteɪtɪv	recitative
kwɑltək	qualtagh
baɪətɪn	biotin
koʊbæləmɪn	cobalamin
rægu	ragout
pɛmɪkən	pemmican
livaɪt	levite
bistɪŋz	beestings
həriziɑrk	heresiarch
feɪtfəl	fateful
sərvəs	cervus
sərvədi	cervidae
ɪlɪkwɪd	illiquid
kroʊmætɪk æbəreɪʃn	chromatic aberration
krəmætɪk æbəreɪʃn	chromatic aberration
paɪ ɪn ðə skaɪ	pie in the sky
paɪ ən ðə skaɪ	pie in the sky
skrinɪŋ	screening
frɛʃli	freshly
hælbəd	halberd
hælbɜd	halberd
blækɪʃ	blackish
ɪntəlɛkʃuəlaɪz	intellectualize
dʒʊrɪdɪkəl	juridical
krigɪŋ	kriging
ʃʊrəti	surety
ʃʊərəti	surety
moʊlɪsteɪʃn	molestation
grɛnədin	grenadine
əræknɪdɪzm	arachnidism
pɔlin	pauline
pɔlaɪn	pauline
teɪlz	tails
ɛmɪsɪs	emesis
mækroʊ	macro-
ʃɪznɪt	shiznit
dɪhɪsəns	dehiscence
hɔnʃ	haunch
hɑnʃ	haunch
livoʊflɑksəsɪn	levofloxacin
əpjun	oppugn
loʊpɛrəmaɪd	loperamide
ɪnhjumən	inhuman
pʌfi	puffy
noʊ də	no duh
məkɒndeɪ	makonde
strægl	straggle
aɪljʊərəfaɪl	ailurophile
aɪlʊrəfaɪl	ailurophile
eɪlʊrəfaɪl	ailurophile
æləkeɪʃn	allocation
rɑrfi	ralphie
stɑrtʌp	startup
stɑtəp	startup
ɪnstɪl	instill
krɪbɪŋ	cribbing
mɪksɪŋ	mixing
mɑrseɪjɛz	marseillaise
breɪzənfeɪst	brazen-faced
nɛmərəs	nemorous
djɛʃəl	deasil
dɛsəl	deasil
disəl	deasil
dizəl	deasil
bɛdʃit	bedsheet
bækʃiʃ	baksheesh
glud	glued
koʊl	kohl
bækəlɔrɪət	baccalaureat
bækəlɔriæ	baccalaureat
əli	alee
kanʒə	khanjar
ʃaɪ bɛənz gɛt naʊt	shy bairns get nowt
ʃaɪ bɛnz gɛ naʊ	shy bairns get nowt
nəʊ	shy bairns get nowt
nʌnʃʌk	nunchuck
krɪbd	cribbed
brɪŋ aʊlz tu æθɪnz	bring owls to athens
tʃɑk	chaulk
pəfɛktə	perfecta
junəs	wenis
boʊkoʊ	boko
sʌɪkɒʊdʒɛnɪk	psychogenic
strɪdʒɪl	strigil
hɪtʃt	hitched
plʌkɪŋ	plucking
nʌb	nub
nub	nub
dʌvɪʃ	dovish
tɑrneɪʃn	tarnation
vɑrsɪti	varsity
æləmɛtrɪ	allometry
səfirə	sephirah
bændərsnætʃ	bandersnatch
əblɪkwɪti	obliquity
oʊblɪkwɪti	obliquity
blɪp	blip
tʃoʊkɪŋ	choking
rʌfʃɑd	roughshod
æθəl	athel
eɪθəl	athel
slɑθs	sloths
kənfaɪdəbəl	confidable
dʒudiə	judea
snæpər	snapper
ɪmænsɪpɪst	emancipist
pʊti	putti
nɪgə	nigga
fɪdli	fiddly
kwanʃi	guanxi
gwanʃi	guanxi
ɪntɛrni	internee
frɪdʒɪdɛr	frigidaire
kælipərz	calipers
kælɪpər	caliper
ænthɪl	anthill
dimənɑlədʒi	demonology
gɛʃ	geas
giəʃ	geas
wægnər	wagner
vɑgnər	wagner
ɑrbɪtrɑʒɛrr	arbitrageur
prəʊtɪeɪz	protease
klivz	cleaves
rɛgjələtɔri	regulatory
rɛgjələtoʊri	regulatory
plʌŋk	plunk
prɒksəni	proxeny
skrui	screwy
mɛzəmɔrfɪk	mesomorphic
mɛsəmɔrfɪk	mesomorphic
guidək	geoduck
kɑid	caid
kɑid	kaid
blidz	bleeds
ɪmpeɪlz	impales
ɪmpeɪlɪŋ	impaling
boʊk	bowk
bælɛtəmeɪn	balletomane
bəlɛtəmeɪn	balletomane
gæməʊmeɪnɪə	gamomania
kɑəbə	kaaba
fɪsts	fists
ɪksplɪkəbəl	explicable
vəsuviəs	vesuvius
dʒɪmboʊ	jimbo
kræmpt	cramped
oʊfiljə	ophelia
oʊfiliə	ophelia
ʃæsɛr	chasseur
əraɪvənt	arrivant
ʃɛfild	sheffield
bɛldəm	beldame
doʊ wʌn	do one
raɪnəʊlɪθ	rhinolith
ʒɑndɑrm	gendarme
glædstən	gladstone
saɪæm	siam
ʃrɛklɪhkaɪt	schrecklichkeit
gədrun	gadroon
gədrund	gadrooned
lu	lou
gaʊlaɪtə	gauleiter
pɑmpeɪi	pompeii
məklaʊd	mcleod
dɑtməθ	dartmouth
ənæpəlis	annapolis
rɪkɑrdoʊ	ricardo
mæmɪfərəs	mammiferous
pəʊkəʊkjʊræntɪzəm	pococurantism
ænsɛstrəs	ancestress
ænsɛstrɪs	ancestress
æpətaɪt	apatite
tʌldʒi	tulgey
tʌlgi	tulgey
bɪsprɛnʒ	besprenge
fəʊbʊəg	faubourg
ɔdaɪl	audile
grɪmli	grimly
bɔbərɪgməs	borborigmus
ɪnkəlɛsənt	incalescent
æʃlər	ashlar
kʊʃ	cush
dʒɪnrɪkʃə	jinricksha
kɪti	kiddy
spunz	spoons
mɔgər	maugre
kənsɪliəns	consilience
oʊnaɪroʊnɔt	oneironaut
mɛtədʒɛnəsɪs	metagenesis
skæbrəs	scabrous
skeɪ-	scabrous
snuti	snooty
trʌkt	trucked
ædʒɔɪnt	adjoint
mɛriɑlətri	mariolatry
ɪkskɜsəs	excursus
ɪŋkwaɪr	enquire
kroʊn	crone
bɑn vivɑnt	bon vivant
bɪskɑtoʊ	biscotto
kʌnʒərər	conjurer
θɪnər	thinner
dræʒwɑ	drageoir
njudɪbræŋk	nudibranch
rɛktəri	rectory
sloʊpoʊk	slowpoke
mænsɜrvənt	manservant
dɛzɪgnəts	designates
dɛzɪgneɪts	designates
əjektə	ejecta
ədʒɛktə	ejecta
ʃɪthɛd	shithead
kʌm ɔn	come on
-ɒn	come on
-ɑn	come on
lɔkən	lochan
prætik	pratique
prətik	pratique
brɛst	brest
meɪgər	maigre
ærəndəl	arundel
feɪnd	feigned
bɒtʃə	boccia
fɪlmd	filmed
dʒʌkstə	juxta-
saɪts	cites
lɪgətʃərz	ligatures
pæd taɪ	pad thai
pɑd taɪ	pad thai
strɪps	strips
dʌmps	dumps
ʊmvɛlt	umwelt
stɔmtrupə	stormtrooper
saɪbɪriən	siberian
ɛntrənt	entrant
pælɪt	pallette
pælət	pallette
hjustin	houston
justin	houston
wɪlfrəd	wilfred
filɪks	felix
ɪntɛnd	entend
dʒækənɪt	jaconet
pəlærɪti	polarity
graʊtʃt	grouched
gʌnd	gunned
bɪdɛkd	bedecked
peɪvɪŋ	paving
paʊdəri	powdery
rɛnʃɪs	wrenches
rɛnʃɪŋ	wrenching
rɛnʃt	wrenched
freɪzɪŋ	phrasing
krɪdjulɪti	credulity
vænteɪʌn	vingt-et-un
kləʊskɔl	close call
dʒɒləp	jollop
pɒlɪmæstɪə	polymastia
ɪnkjunəbəl	incunable
ædɪt	adit
nimɪst	mnemist
dɛntroʊ	dentro
mæŋgɑl	mangal
mæŋgəl	mangal
prəvaɪzoʊ	proviso
feɪntɪŋ	fainting
blæks	blacks
blækɪŋ	blacking
kreɪsɪs	crasis
kreɪsiz	crases
moʊm	mome
mɒnarkɪk	monarchic
maɪəlɪn	myelin
mɪθəmeɪniæk	mythomaniac
mɪθəʊmeɪniæk	mythomaniac
stoʊɪkəli	stoically
stoʊɪkli	stoically
wɔtərlu	waterloo
greɪɪʃ	grayish
dɛzərɛt	deseret
ɪndɪsɪʒən	indecision
wʌrijɪŋ	worrying
ɪmbɛlɪʃmənt	embellishment
sikrətɪd	secreted
sɪkritɪd	secreted
sæŋktəm	sanctum
æsɪgneɪʃn	assignation
rɛtər	retter
-tər	retter
rəʊvər	rover
kjʊrɑri	curare
nɑrgəri	nargery
nɑrdʒəri	nargery
wʊstɪd	worsted
wɛrstɪd	worsted
sɛnsər	censer
rɪpjutɪd	reputed
ɑktæd	octad
rifɛrbɪʃ	refurbish
noʊnæd	nonad
nɑ-	nonad
ɛpɪfənimə	epiphonema
ɛrətisɪs	erotesis
dɪsɪnfrænʃaɪzmənt	disenfranchisement
fɪlɪpin	philippine
oʊfɪʃ	oafish
ɒmniəm	omnium
ɒmnjəm	omnium
gæfs	gaffes
nɔzieɪtɪd	nauseated
zʌn	zun
zʊn	zun
dzʊn	zun
pəsjuənt	pursuant
saɪt rid	sight read
saɪt rɛd	sight read
strɑjtr	stridor
daɪɒptrɪkəl	dioptrical
ɑpoʊ	oppo
ɔrɪtʃ	orach
ɛndɔrfɪn	endorphin
ɔrɛndə	orenda
oʊrɛndə	orenda
aʊtʃaɪn	outshine
ovɛrənθuziæstɪk	overenthusiastic
vɑlvə	völva
voʊlvə	völva
pidəmɔrfɪk	paedomorphic
pɛdəmɔrfɪk	paedomorphic
pɛdəmɔrfɪk	pedomorphic
pæn	panne
doʊtɪdʒ	dotage
pɛrəmɔrfɪk	paramorphic
pærədaɪɪŋ	parodying
pɛrədaɪɪŋ	parodying
haɪθ	heighth
haɪtθ	heighth
pɛntæd	pentad
pɛrɪmɔrfɪk	perimorphic
feɪzɪk	phasic
pɪləri	pillory
prɪsɛptəri	preceptory
prifɪgjər	prefigure
prɪhɛnʃn	prehension
ræti	ratty
pʌŋki	punkie
ɛdəmɑmeɪ	edamame
braʊnʃwaɪgər	braunschweiger
ridəθ	readeth
sɜrkɛərɪə	cercaria
trɛmətoʊd	trematode
rileɪd	relaid
sælmɛtərɔl	salmeterol
riteɪk	retake
rumi	rheumy
rɪkʃə	ricksha
jɒtər	yachter
fɪʃəri	fishery
muʃwɑr	mouchoir
ɛltən	elton
greɪəm	graeme
ʌnpæk	unpack
hɛrfərd	hereford
dʒɪnʒərbrɛd	gingerbread
kɔrniʃ	corniche
kɔrnɪʃ	corniche
rɒkəmbəʊl	rocambole
rəʊkəmbəʊl	rocambole
ælbəkərki	albuquerque
kɔrpərə	corpora
mɛrvɛjø	merveilleux
trɛntən	trenton
nɪbəlɪŋ	nibbling
kudəteɪɑtrə	coup de théâtre
rɪfɛrəl	referral
ɑməndz	almonds
ɑlməndz	almonds
ɑlmənz	almonds
æməndz	almonds
dɒks	docks
dʌvz	doves
wɔtərkræft	watercraft
silənt	sealant
roʊk	roque
krunɛk	crew neck
diɛp	dieppe
nuərk	newark
nʊərk	newark
sæləmæŋkə	salamanca
mæŋgəstin	mangosteen
sɛskwɪpɪdæləti	sesquipedality
rʌft	ruft
keɪfeɪb	kayfabe
sægəmɔr	sagamore
hʌfmən	huffman
æŋgwɪn	anguine
mɪrə	mirrour
mɪrər	mirrour
ʃeɪpʃɪftər	shapeshifter
tʃʌmz	chums
tʃʌmɪŋ	chumming
tʃʌmd	chummed
kɑlɪn	carline
kərfɪli	caerphilly
beɪz	bays
səraɪtiz	sorites
æpɪks	apix
kɑrvɪl	carvel
-əl	carvel
sɛfələθɔræks	cephalothorax
sɛfələθɑræks	cephalothorax
kæthɑrpɪŋ	catharping
kɑk	caulk
tʃɔn	chaun
sævɪdʒrɪ	savagery
kroʊtən	croton
kroʊn	croton
gælz	gals
simi	seamy
sændpɪt	sandpit
kəmpleɪnər	complainer
ɛpɪtrɑkiliɔn	epitrachelion
ʌnplezntnəs	unpleasantness
dɪsɪmjʊleɪt	dissimulate
-jə-	dissimulate
bænɪʃmənt	banishment
dəmɪnɪkəl	dominical
dɔrbɛl	doorbell
dɔrnɑb	doorknob
daʊnʃɪft	downshift
kʌʃət	cushat
kʊʃət	cushat
sɔrsɪŋ	sourcing
pəʊfeɪst	po-faced
slævər	slaver
sleɪvər	slaver
snækbɑr	snack bar
snɪrd	sneered
kɑmpoʊt	compote
spaɪm	spime
fɛʃ	feis
fɛʃnə	feis
hɑkə	hakka
fristoʊn	freestone
fʊlgjəreɪʃn	fulguration
fʊlgəreɪʃn	fulguration
fjʊroʊsəmaɪd	furosemide
stɛdinəs	steadiness
stɒpgæp	stop-gap
straɪət	striate
straɪeɪt	striate
supərɪntɛnd	superintend
tʃɪnts	chintz
teɪpərd	tapered
peɪlɪŋ	paling
meɪv	maeve
mɛtrɒpəleɪz	metropoleis
feɪtli	fatally
pɒleɪz	poleis
tɔrɪfækʃn	torrefaction
bætən	batten
trɪg ə nəmɛ trɪk	trigonometric
frɒstɪŋ	frosting
nɑtʃoʊ	nacho
əmaʊnts	amounts
bɑʃkɪər	bashkir
weɪts	weights
ʌnəseɪləbl	unassailable
gɔlwidʒən	galwegian
gæmɪn	gamin
dʒaɪgæntɒməki	gigantomachy
goʊlpoʊst	goalpost
stimboʊt	steamboat
wɛlraʊndɪd	well-rounded
wɛəræt	whereat
wɛrld	whorled
waɪflət	wifelet
-lɪt	wifelet
kɑkə	kaka
wɪrə	wirra
wɔntɪd	wonted
wɑntɪd	wonted
wɛrʃɪpfl	worshipful
wɔr-	worshipful
æbərɪstwɪθ	aberystwyth
əweɪkt	awaked
boʊtloʊd	boatload
kaɪlɪks	kylix
saɪlɪks	cylix
mɑstrɪkt	maastricht
splɪnt	splint
gɑθnbɛrg	gothenburg
mɑlmʊ	malmö
mɑlmoʊ	malmö
kəlɔɪə	caloyer
mɑnztrəns	monstrance
klæk	clack
klæks	clacks
dʒivz	jeeves
dʊsəldɔf	düsseldorf
dusəldɔrf	düsseldorf
dʊsəldɔrf	düsseldorf
ʊlm	ulm
bæŋgər	bangor
gwɪnɪð	gwynedd
grɪmzbi	grimsby
rupərt	rupert
rændɒlf	randolph
mɔrtəmər	mortimer
ærəbɛlə	arabella
vɪviən	vivian
kɛrtɪs	curtis
mətɪldə	matilda
old	auld
ɔld	auld
aʊl	auld
kɑrθɪdʒ	carthage
soʊfi	sophy
məntgʌməri	montgomery
krɔli	crawley
ɪkstrɛmətiz	extremities
-tiz	extremities
əsɪstɪŋ	assisting
dʒɔɪnts	joints
skeɪld	scaled
klæpɪŋ	clapping
grɪnɪŋ	grinning
grɪnd	grinned
bʌdz	buds
dɪsjuzd	disused
saɪtəd	sighted
rəʊd	rowed
pʌnʃt	punched
tʃitid	cheated
ɛnvid	envied
ɪnvaɪd	envied
roʊstɪd	roasted
blaɪndɪŋ	blinding
tænɪŋ	tanning
kraʊnɪŋ	crowning
spɪtɪŋ	spitting
soʊɪŋ	sowing
kraʊdɪŋ	crowding
freɪmɪŋ	framing
ɪtʃɪŋ	itching
slæntɪŋ	slanting
dɪpɪŋ	dipping
kəmɪtɪŋ	committing
roʊmɪŋ	roaming
roʊstɪŋ	roasting
gleɪzɪŋ	glazing
bɛnʃɪz	benches
sisləs	ceaseless
saʊndləs	soundless
trækɪŋ	tracking
prɪkɪŋ	pricking
tʃɪks	chicks
haʊzd	housed
klɪkɪŋ	clicking
dʒɔɪnz	joins
fænz	fans
læsts	lasts
kɑntrækts	contracts
ɪlluməneɪtɪŋ	illuminating
ə-	illuminating
-tɪŋ	illuminating
bɛrɪŋ	baring
lisɪŋ	leasing
bʊkt	booked
bɒmz	bombs
koʊtɪd	coated
koʊtid	coated
fɔɪld	foiled
kəmplaɪd	complied
drʌmɪŋ	drumming
dɪsaɪdɪŋ	deciding
paʊndɪŋ	pounding
greɪzɪŋ	grazing
fraʊnɪŋ	frowning
hivɪŋ	heaving
hivd	heaved
peɪnd	pained
əʊvərɔt	overwrought
ʌnprɪnsɪpəld	unprincipled
sɒlɪtɛər	solitaire
ɪntərdʒɛkt	interject
sɪmbəlaɪz	symbolize
dɪsɛrnɪbl	discernible
veɪgrənsɪ	vagrancy
dʒiəʊsfɪər	geosphere
dʒiəsfɪər	geosphere
kʌbz	cubs
reɪtɪd	rated
peɪsɪŋ	pacing
feɪts	fates
wɛrld	whirled
prɪkt	pricked
keɪtərɪŋ	catering
grɪps	grips
daɪd	dyed
heɪts	hates
træps	traps
ʌnɛdʒəkeɪtɪd	uneducated
blɛsɪdnɪs	blessedness
bʌŋgəl	bungle
flaʊərpɑt	flowerpot
dɪktɑt	diktat
dɪsbɜrdən	disburden
dəspɔrt	disport
klɛpt	clept
ɛrgətɪv	ergative
kɒmplɒt	complot
kəmplɒt	complot
dɛrmət	dermot
stirzmən	steersman
stɪrzmən	steersman
sɛlfseɪm	selfsame
æriædni	ariadne
bleɪdz	blades
mɪsɪz	misses
dɛks	decks
ɛlboʊz	elbows
pɛnz	pens
pɪnz	pens
pɔz	paws
pɑz	paws
hoʊmɪŋ	homing
aʊtsɔrsɪŋ	outsourcing
əmaʊntɪŋ	amounting
græpəlɪŋ	grappling
hipɪŋ	heaping
vɪrənt	virent
frɛdi	freddy
tʃeɪsɪŋ	chasing
prunɪŋ	pruning
bɛkənɪŋ	beckoning
fraɪɪŋ	frying
ətætʃɪŋ	attaching
kraɪmiə	crimea
kraɪmɪə	crimea
plʌnʒɪŋ	plunging
læpɪŋ	lapping
haɪkɪŋ	hiking
əfɛndɪŋ	offending
pʌnɪʃɪŋ	punishing
sɛmblənt	semblant
dʒowkɪŋ	joking
gaɪdɪŋ	guiding
jɑrməθ	yarmouth
pɪstəlɪt	pistolet
pɪstəlɛt	pistolet
ʌnbʌtənd	unbuttoned
tʃaʊdərhɛd	chowderhead
draɪv ðə pɔrsəlɪn bʌs	drive the porcelain bus
draɪv ðə pɔrslɪn bʌs	drive the porcelain bus
dʒɛts	jets
pɛrɑrl hɑrbər	pearl harbor
pɜl hɑbə	pearl harbor
oʊvɪpərəs	oviparous
ɪntrənɛt	intranet
æboræd	aborad
dɪvaɪnər	diviner
prɪks	pricks
sɛlz	sells
toʊnd	toned
hʊpti	hoopty
rikɪŋ	reeking
grinwʊd	greenwood
krʊks	crooks
mulɑ	moola
mylɑ	moola
mʊlɑ	moola
fænɪʃ	fannish
fɪəraɪn	ferine
fɔtəlɪs	fortalice
pɑmpədɔr	pompadour
hɪləri	hilary
dʒulz	jules
ʒul	jules
mɛmfɪs	memphis
bɛs	bess
brædli	bradley
beɪtoʊvən	beethoven
luvrə	louvre
luvər	louvre
wʊstər	worcester
hʌdərzfild	huddersfield
hʊdəsfiəld	huddersfield
hærɪtʃ	harwich
hærɪdʒ	harwich
foʊkstən	folkestone
fælməθ	falmouth
istbɔrn	eastbourne
pɛnzæns	penzance
trʊəroʊ	truro
bɜkənhɛd	birkenhead
brɪdlɪŋtən	bridlington
gɒspɔrt	gosport
gɪlfəd	guildford
hærəgət	harrogate
hærəgɪt	harrogate
loʊstɒft	lowestoft
loʊstəf	lowestoft
loʊəstɒft	lowestoft
meɪdstəʊn	maidstone
meɪdstən	maidstone
mɔkəm	morecambe
ʃruzbrɪ	shrewsbury
